index,H_name,H_SUPER_PATHWAY,H_SUB_PATHWAY,BRCA_Tang#H_name,BRCA_Terunuma#H_name,COAD#H_name,DLBCL#H_name,GBM#H_name,HCC#H_name,LiCa1#H_name,LiCa2#H_name,OV#H_name,PDAC#H_name,PRAD#H_name,RC12#H_name,RC18Flow#H_name,RC18MR#H_name,RC20#H_name
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*
1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*
1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*
1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*
1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,NA,NA,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*#Lipid#Plasmalogen,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*
1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*#Lipid#Plasmalogen,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,NA,NA,NA,NA,NA,NA,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*
1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*#Lipid#Plasmalogen,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,NA,NA,NA,NA,NA,NA,NA,NA,NA
1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)#Lipid#Plasmalogen,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),Lipid,Plasmalogen,NA,NA,NA,NA,NA,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),NA,NA,NA,NA,NA,NA,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1)
5-methylthioadenosine (MTA)#Amino acid#Polyamine metabolism,5-methylthioadenosine (MTA),Amino acid,Polyamine metabolism,5-methylthioadenosine (MTA),5-methylthioadenosine (MTA),5-methylthioadenosine (MTA),5-methylthioadenosine (MTA),NA,5-methylthioadenosine (MTA),NA,NA,5-methylthioadenosine (MTA),NA,5-methylthioadenosine (MTA),5-methylthioadenosine (MTA),5-methylthioadenosine (MTA),5-methylthioadenosine (MTA),5-methylthioadenosine (MTA)
agmatine#Amino acid#Polyamine metabolism,agmatine,Amino acid,Polyamine metabolism,agmatine,NA,NA,agmatine,NA,NA,NA,NA,agmatine,NA,agmatine,agmatine,NA,NA,NA
putrescine#Amino acid#Polyamine metabolism,putrescine,Amino acid,Polyamine metabolism,putrescine,putrescine,putrescine,putrescine,putrescine,NA,NA,NA,putrescine,putrescine,putrescine,putrescine,NA,NA,putrescine
spermidine#Amino Acid#Polyamine Metabolism,spermidine,Amino Acid,Polyamine Metabolism,spermidine,spermidine,spermidine,spermidine,NA,spermidine,NA,NA,spermidine,spermidine,spermidine,spermidine,spermidine,spermidine,spermidine
spermine#Amino Acid#Polyamine Metabolism,spermine,Amino Acid,Polyamine Metabolism,NA,spermine,NA,spermine,NA,spermine,NA,NA,spermine,spermine,spermine,spermine,spermine,spermine,spermine
acisoga#Amino Acid#Polyamine Metabolism,acisoga,Amino Acid,Polyamine Metabolism,NA,NA,NA,acisoga,NA,acisoga,NA,NA,NA,NA,NA,NA,acisoga,acisoga,acisoga
(N(1) + N(8))-acetylspermidine#Amino Acid#Polyamine Metabolism,(N(1) + N(8))-acetylspermidine,Amino Acid,Polyamine Metabolism,NA,NA,NA,NA,NA,(N(1) + N(8))-acetylspermidine,NA,NA,NA,NA,NA,NA,(N(1) + N(8))-acetylspermidine,(N(1) + N(8))-acetylspermidine,(N(1) + N(8))-acetylspermidine
diacetylspermidine*#Amino Acid#Polyamine Metabolism,diacetylspermidine*,Amino Acid,Polyamine Metabolism,NA,NA,NA,NA,NA,diacetylspermidine*,NA,NA,NA,NA,NA,NA,NA,NA,diacetylspermidine*
N(1)-acetylspermine#Amino Acid#Polyamine Metabolism,N(1)-acetylspermine,Amino Acid,Polyamine Metabolism,NA,NA,NA,NA,NA,N(1)-acetylspermine,N(1)-acetylspermine,N(1)-acetylspermine,NA,N(1)-acetylspermine,NA,NA,N(1)-acetylspermine,N(1)-acetylspermine,N(1)-acetylspermine
N-acetyl-isoputreanine#Amino Acid#Polyamine Metabolism,N-acetyl-isoputreanine,Amino Acid,Polyamine Metabolism,NA,NA,NA,NA,NA,N-acetyl-isoputreanine,NA,NA,NA,NA,NA,NA,N-acetyl-isoputreanine,N-acetyl-isoputreanine,N-acetyl-isoputreanine
N-acetylputrescine#Amino Acid#Polyamine Metabolism,N-acetylputrescine,Amino Acid,Polyamine Metabolism,NA,NA,NA,NA,NA,N-acetylputrescine,NA,NA,N-acetylputrescine,NA,N-acetylputrescine,NA,N-acetylputrescine,N-acetylputrescine,N-acetylputrescine
N1,N12-diacetylspermine#Amino Acid#Polyamine Metabolism,N1,N12-diacetylspermine,Amino Acid,Polyamine Metabolism,NA,NA,NA,NA,NA,N1,N12-diacetylspermine,NA,NA,NA,NA,NA,NA,N1,N12-diacetylspermine,N1,N12-diacetylspermine,N1,N12-diacetylspermine
Ac-Ser-Asp-Lys-Pro-OH#Peptide#Polypeptide,Ac-Ser-Asp-Lys-Pro-OH,Peptide,Polypeptide,Ac-Ser-Asp-Lys-Pro-OH,NA,NA,Ac-Ser-Asp-Lys-Pro-OH,NA,NA,NA,NA,NA,NA,NA,Ac-Ser-Asp-Lys-Pro-OH,NA,NA,NA
VGAHAGEYGAEALER*#Peptide#Polypeptide,VGAHAGEYGAEALER*,Peptide,Polypeptide,VGAHAGEYGAEALER*,NA,NA,VGAHAGEYGAEALER*,NA,NA,NA,NA,NA,VGAHAGEYGAEALER*,VGAHAGEYGAEALER*,VGAHAGEYGAEALER*,NA,NA,NA
val-val-ala#Peptide#Polypeptide,val-val-ala,Peptide,Polypeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,val-val-ala
pregnenetriol disulfate*#Lipid#Pregnenolone Steroids,pregnenetriol disulfate*,Lipid,Pregnenolone Steroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pregnenetriol disulfate*,pregnenetriol disulfate*,pregnenetriol disulfate*
pregnenolone sulfate#Lipid#Pregnenolone Steroids,pregnenolone sulfate,Lipid,Pregnenolone Steroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pregnenolone sulfate
pregnenetriol sulfate*#Lipid#Pregnenolone Steroids,pregnenetriol sulfate*,Lipid,Pregnenolone Steroids,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pregnenetriol sulfate*
glycochenodeoxycholate 3-sulfate#Lipid#Primary Bile Acid Metabolism,glycochenodeoxycholate 3-sulfate,Lipid,Primary Bile Acid Metabolism,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,glycochenodeoxycholate 3-sulfate
neopterin#Cofactors and Vitamins#Pterin Metabolism,neopterin,Cofactors and Vitamins,Pterin Metabolism,NA,NA,NA,neopterin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pterin#Cofactors and Vitamins#Pterin Metabolism,pterin,Cofactors and Vitamins,Pterin Metabolism,NA,NA,NA,NA,NA,NA,pterin,pterin,NA,NA,NA,NA,NA,NA,pterin
methylphosphate#Nucleotide#Purine and Pyrimidine Metabolism,methylphosphate,Nucleotide,Purine and Pyrimidine Metabolism,methylphosphate,methylphosphate,NA,methylphosphate,NA,methylphosphate,NA,NA,NA,methylphosphate,methylphosphate,methylphosphate,methylphosphate,methylphosphate,methylphosphate
2'-deoxyinosine#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,2'-deoxyinosine,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,2'-deoxyinosine,2'-deoxyinosine,NA,2'-deoxyinosine,NA,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine,2'-deoxyinosine
AICA ribonucleotide#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,AICA ribonucleotide,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,AICA ribonucleotide,NA,NA,AICA ribonucleotide,NA,NA,AICA ribonucleotide,AICA ribonucleotide,NA,NA,NA,NA,NA,NA,NA
hypoxanthine#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,hypoxanthine,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,hypoxanthine,hypoxanthine,hypoxanthine,hypoxanthine,NA,hypoxanthine,NA,NA,hypoxanthine,hypoxanthine,hypoxanthine,hypoxanthine,hypoxanthine,hypoxanthine,hypoxanthine
inosine#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,inosine,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,inosine,inosine,inosine,inosine,NA,inosine,NA,NA,inosine,inosine,inosine,inosine,inosine,inosine,inosine
inosine 5'-monophosphate (IMP)#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,inosine 5'-monophosphate (IMP),Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,inosine 5'-monophosphate (IMP),NA,inosine 5'-monophosphate (IMP),inosine 5'-monophosphate (IMP),NA,NA,NA,NA,NA,NA,NA,NA,inosine 5'-monophosphate (IMP),inosine 5'-monophosphate (IMP),inosine 5'-monophosphate (IMP)
xanthine#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,xanthine,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,xanthine,xanthine,xanthine,xanthine,NA,xanthine,NA,NA,xanthine,xanthine,xanthine,xanthine,xanthine,xanthine,xanthine
xanthosine#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,xanthosine,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,xanthosine,xanthosine,NA,xanthosine,NA,xanthosine,NA,NA,xanthosine,xanthosine,xanthosine,xanthosine,xanthosine,xanthosine,xanthosine
allantoin#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,allantoin,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,NA,NA,allantoin,allantoin,NA,allantoin,allantoin,allantoin,NA,NA,allantoin,NA,allantoin,allantoin,allantoin
xanthosine 5'-monophosphate (xmp)#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,xanthosine 5'-monophosphate (xmp),Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,NA,NA,NA,xanthosine 5'-monophosphate (xmp),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N1-methylinosine#Nucleotide#Purine Metabolism, (Hypo)Xanthine/Inosine containing,N1-methylinosine,Nucleotide,Purine Metabolism, (Hypo)Xanthine/Inosine containing,NA,NA,NA,NA,NA,N1-methylinosine,NA,NA,NA,NA,NA,NA,N1-methylinosine,N1-methylinosine,N1-methylinosine
1-methyladenosine#Nucleotide#Purine metabolism, adenine containing,1-methyladenosine,Nucleotide,Purine metabolism, adenine containing,1-methyladenosine,1-methyladenosine,1-methyladenosine,1-methyladenosine,NA,1-methyladenosine,NA,NA,1-methyladenosine,1-methyladenosine,1-methyladenosine,1-methyladenosine,1-methyladenosine,1-methyladenosine,1-methyladenosine
adenine#Nucleotide#Purine Metabolism, Adenine containing,adenine,Nucleotide,Purine Metabolism, Adenine containing,adenine,adenine,adenine,adenine,adenine,adenine,NA,NA,adenine,NA,adenine,adenine,adenine,adenine,adenine
adenosine#Nucleotide#Purine Metabolism, Adenine containing,adenosine,Nucleotide,Purine Metabolism, Adenine containing,adenosine,adenosine,adenosine,adenosine,NA,adenosine,NA,NA,adenosine,adenosine,adenosine,adenosine,adenosine,adenosine,adenosine
adenosine 2'-monophosphate (2'-AMP)#Nucleotide#Purine Metabolism, Adenine containing,adenosine 2'-monophosphate (2'-AMP),Nucleotide,Purine Metabolism, Adenine containing,adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),NA,adenosine 2'-monophosphate (2'-AMP),NA,NA,adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP),adenosine 2'-monophosphate (2'-AMP)
adenosine 3',5'-cyclic monophosphate (cAMP)#Nucleotide#Purine Metabolism, Adenine containing,adenosine 3',5'-cyclic monophosphate (cAMP),Nucleotide,Purine Metabolism, Adenine containing,adenosine 3',5'-cyclic monophosphate (cAMP),NA,NA,adenosine 3',5'-cyclic monophosphate (cAMP),NA,NA,NA,NA,NA,NA,adenosine 3',5'-cyclic monophosphate (cAMP),NA,NA,NA,adenosine 3',5'-cyclic monophosphate (cAMP)
adenosine 3'-monophosphate (3'-AMP)#Nucleotide#Purine Metabolism, Adenine containing,adenosine 3'-monophosphate (3'-AMP),Nucleotide,Purine Metabolism, Adenine containing,adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),NA,adenosine 3'-monophosphate (3'-AMP),NA,adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),NA,adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP),adenosine 3'-monophosphate (3'-AMP)
adenosine 5'-diphosphate (ADP)#Nucleotide#Purine Metabolism, Adenine containing,adenosine 5'-diphosphate (ADP),Nucleotide,Purine Metabolism, Adenine containing,adenosine 5'-diphosphate (ADP),NA,adenosine 5'-diphosphate (ADP),adenosine 5'-diphosphate (ADP),NA,NA,adenosine 5'-diphosphate (ADP),adenosine 5'-diphosphate (ADP),NA,NA,adenosine 5'-diphosphate (ADP),NA,NA,NA,adenosine 5'-diphosphate (ADP)
adenosine 5'-monophosphate (AMP)#Nucleotide#Purine Metabolism, Adenine containing,adenosine 5'-monophosphate (AMP),Nucleotide,Purine Metabolism, Adenine containing,adenosine 5'-monophosphate (AMP),adenosine 5'-monophosphate (AMP),NA,adenosine 5'-monophosphate (AMP),NA,adenosine 5'-monophosphate (AMP),NA,NA,adenosine 5'-monophosphate (AMP),adenosine 5'-monophosphate (AMP),adenosine 5'-monophosphate (AMP),adenosine 5'-monophosphate (AMP),adenosine 5'-monophosphate (AMP),adenosine 5'-monophosphate (AMP),NA
adenylosuccinate#Nucleotide#Purine Metabolism, Adenine containing,adenylosuccinate,Nucleotide,Purine Metabolism, Adenine containing,adenylosuccinate,NA,adenylosuccinate,adenylosuccinate,NA,NA,adenylosuccinate,adenylosuccinate,NA,adenylosuccinate,NA,adenylosuccinate,adenylosuccinate,adenylosuccinate,adenylosuccinate
adenosine 5'-triphosphate (ATP)#Nucleotide#Purine Metabolism, Adenine containing,adenosine 5'-triphosphate (ATP),Nucleotide,Purine Metabolism, Adenine containing,NA,NA,adenosine 5'-triphosphate (ATP),NA,NA,NA,NA,NA,NA,NA,adenosine 5'-triphosphate (ATP),NA,NA,NA,adenosine 5'-triphosphate (ATP)
N6-carbamoylthreonyladenosine#Nucleotide#Purine Metabolism, Adenine containing,N6-carbamoylthreonyladenosine,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,N6-carbamoylthreonyladenosine,NA,N6-carbamoylthreonyladenosine,NA,NA,N6-carbamoylthreonyladenosine,NA,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine,N6-carbamoylthreonyladenosine
2'-deoxyadenosine#Nucleotide#Purine Metabolism, Adenine containing,2'-deoxyadenosine,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,2'-deoxyadenosine,NA,NA,NA,NA,NA,NA,NA,NA,NA
adenosine 3',5'-diphosphate#Nucleotide#Purine Metabolism, Adenine containing,adenosine 3',5'-diphosphate,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,adenosine 3',5'-diphosphate,NA,NA,NA,NA,NA,NA,adenosine 3',5'-diphosphate,adenosine 3',5'-diphosphate,adenosine 3',5'-diphosphate
N6-methyladenosine#Nucleotide#Purine Metabolism, Adenine containing,N6-methyladenosine,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,N6-methyladenosine,N6-methyladenosine,N6-methyladenosine,NA,NA,NA,NA,NA,NA,NA
N6-succinyladenosine#Nucleotide#Purine Metabolism, Adenine containing,N6-succinyladenosine,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,N6-succinyladenosine,NA,NA,NA,NA,NA,NA,N6-succinyladenosine,N6-succinyladenosine,N6-succinyladenosine
adenosine-2',3'-cyclic monophosphate#Nucleotide#Purine Metabolism, Adenine containing,adenosine-2',3'-cyclic monophosphate,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,NA,NA,NA,NA,adenosine-2',3'-cyclic monophosphate,NA,NA,NA,NA,NA
2'-deoxyadenosine 3'-monophosphate#Nucleotide#Purine Metabolism, Adenine containing,2'-deoxyadenosine 3'-monophosphate,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2'-deoxyadenosine 3'-monophosphate,NA,NA,NA
AMP#Nucleotide#Purine Metabolism, Adenine containing,AMP,Nucleotide,Purine Metabolism, Adenine containing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AMP
2'-deoxyguanosine#Nucleotide#Purine Metabolism, Guanine containing,2'-deoxyguanosine,Nucleotide,Purine Metabolism, Guanine containing,2'-deoxyguanosine,2'-deoxyguanosine,NA,2'-deoxyguanosine,NA,2'-deoxyguanosine,NA,NA,2'-deoxyguanosine,2'-deoxyguanosine,NA,2'-deoxyguanosine,2'-deoxyguanosine,2'-deoxyguanosine,2'-deoxyguanosine
guanine#Nucleotide#Purine Metabolism, Guanine containing,guanine,Nucleotide,Purine Metabolism, Guanine containing,guanine,guanine,guanine,guanine,NA,guanine,guanine,guanine,guanine,NA,guanine,guanine,guanine,guanine,guanine
guanosine#Nucleotide#Purine Metabolism, Guanine containing,guanosine,Nucleotide,Purine Metabolism, Guanine containing,guanosine,guanosine,guanosine,guanosine,NA,guanosine,NA,NA,guanosine,guanosine,guanosine,guanosine,guanosine,guanosine,guanosine
guanosine 5'- monophosphate (5'-GMP)#Nucleotide#Purine Metabolism, Guanine containing,guanosine 5'- monophosphate (5'-GMP),Nucleotide,Purine Metabolism, Guanine containing,guanosine 5'- monophosphate (5'-GMP),NA,guanosine 5'- monophosphate (5'-GMP),guanosine 5'- monophosphate (5'-GMP),NA,guanosine 5'- monophosphate (5'-GMP),NA,NA,guanosine 5'- monophosphate (5'-GMP),NA,guanosine 5'- monophosphate (5'-GMP),guanosine 5'- monophosphate (5'-GMP),guanosine 5'- monophosphate (5'-GMP),guanosine 5'- monophosphate (5'-GMP),guanosine 5'- monophosphate (5'-GMP)
N1-methylguanosine#Nucleotide#Purine Metabolism, Guanine containing,N1-methylguanosine,Nucleotide,Purine Metabolism, Guanine containing,N1-methylguanosine,N1-methylguanosine,NA,N1-methylguanosine,NA,N1-methylguanosine,NA,NA,N1-methylguanosine,N1-methylguanosine,N1-methylguanosine,N1-methylguanosine,NA,NA,NA
2'-O-methylguanosine#Nucleotide#Purine Metabolism, Guanine containing,2'-O-methylguanosine,Nucleotide,Purine Metabolism, Guanine containing,NA,2'-O-methylguanosine,NA,NA,NA,NA,NA,NA,NA,2'-O-methylguanosine,NA,NA,NA,NA,NA
N2,N2-dimethylguanosine#Nucleotide#Purine Metabolism, Guanine containing,N2,N2-dimethylguanosine,Nucleotide,Purine Metabolism, Guanine containing,NA,N2,N2-dimethylguanosine,NA,N2,N2-dimethylguanosine,NA,N2,N2-dimethylguanosine,NA,NA,NA,N2,N2-dimethylguanosine,N2,N2-dimethylguanosine,N2,N2-dimethylguanosine,N2,N2-dimethylguanosine,N2,N2-dimethylguanosine,N2,N2-dimethylguanosine
guanosine 5'-diphospho-fucose#Nucleotide#Purine Metabolism, Guanine containing,guanosine 5'-diphospho-fucose,Nucleotide,Purine Metabolism, Guanine containing,NA,NA,NA,guanosine 5'-diphospho-fucose,NA,NA,guanosine 5'-diphospho-fucose,guanosine 5'-diphospho-fucose,NA,NA,guanosine 5'-diphospho-fucose,NA,NA,NA,guanosine 5'-diphospho-fucose
guanosine-2',3'-cyclic monophosphate#Nucleotide#Purine Metabolism, Guanine containing,guanosine-2',3'-cyclic monophosphate,Nucleotide,Purine Metabolism, Guanine containing,NA,NA,NA,guanosine-2',3'-cyclic monophosphate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N2-methylguanosine#Nucleotide#Purine Metabolism, Guanine containing,N2-methylguanosine,Nucleotide,Purine Metabolism, Guanine containing,NA,NA,NA,N2-methylguanosine,NA,N2-methylguanosine,NA,NA,N2-methylguanosine,N2-methylguanosine,NA,N2-methylguanosine,N2-methylguanosine,N2-methylguanosine,NA
guanosine 3'-monophosphate (3'-GMP)#Nucleotide#Purine Metabolism, Guanine containing,guanosine 3'-monophosphate (3'-GMP),Nucleotide,Purine Metabolism, Guanine containing,NA,NA,NA,guanosine 3'-monophosphate (3'-GMP),NA,NA,guanosine 3'-monophosphate (3'-GMP),guanosine 3'-monophosphate (3'-GMP),guanosine 3'-monophosphate (3'-GMP),NA,NA,NA,guanosine 3'-monophosphate (3'-GMP),guanosine 3'-monophosphate (3'-GMP),guanosine 3'-monophosphate (3'-GMP)
7-methylguanine#Nucleotide#Purine Metabolism, Guanine containing,7-methylguanine,Nucleotide,Purine Metabolism, Guanine containing,NA,NA,NA,NA,NA,7-methylguanine,NA,NA,NA,NA,NA,NA,7-methylguanine,7-methylguanine,7-methylguanine
guanosine 2'-monophosphate (2'-GMP)*#Nucleotide#Purine Metabolism, Guanine containing,guanosine 2'-monophosphate (2'-GMP)*,Nucleotide,Purine Metabolism, Guanine containing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,guanosine 2'-monophosphate (2'-GMP)*
urate#Nucleotide#Purine Metabolism, Urate metabolism,urate,Nucleotide,Purine Metabolism, Urate metabolism,urate,urate,urate,urate,NA,urate,NA,NA,urate,urate,urate,urate,urate,urate,urate
